research_id,title,start_date,end_date,time,city,venue,category,language,recurrence,audience,confirmation_status,dedup_status,dedup_best_score,dedup_best_title,dedup_best_date,recommended_action,source_registry_status,harvest_priority,source_name,source_url,source_ref,notes,researched_at
e76ac6ef2057,Tea for Two,2026-08-26,,11:00-13:00,Cambridge,,concert,,,public,confirmed,new-candidate,0.489,The Adroit Prizes for Poetry and Prose,2027-05-01,add-after-final-source-check,new-source,P0,City of Cambridge,https://www.cambridge.ca/recreation-culture/events-festivals/cambridge-summer-live/,turn454225search2,,2026-07-21
6bfd449a291c,Movie Night: Zootopia,2026-08-26,,19:00,Cambridge,,screening,,,public,confirmed,new-candidate,0.489,The Elixir of Love (Donizetti),2027-05-08,add-after-final-source-check,new-source,P0,City of Cambridge,https://www.cambridge.ca/recreation-culture/events-festivals/cambridge-summer-live/,turn454225search2,,2026-07-21
62d56379d930,Innuendo – Rod Gimpel,2026-08-30,,19:00,Cambridge,,concert,,,public,confirmed,new-candidate,0.526,Indigenous Arts and Stories,2027-03-31,add-after-final-source-check,new-source,P0,City of Cambridge,https://www.cambridge.ca/recreation-culture/events-festivals/cambridge-summer-live/,turn454225search2,,2026-07-21
1469a0ff7ce3,Kitchener Community Events Calendar,2026-07-21,2026-12-31,,Kitchener,,municipal events,,,public,source-calendar,source-calendar,0.566,TD Kitchener Blues Festival 2026,2026-08-06,build-or-repair-adapter,new-source,P0,City of Kitchener,https://www.kitchener.ca/arts-culture-and-events/events/,turn454225search14,"Official umbrella calendar links City events, community calendar, market and Aud programming.",2026-07-21
62300c12b4ee,Kitchener Christkindl Market,2026-12-03,2026-12-13,,Kitchener,,festival/market,,Dec. 3–6 and Dec. 10–13,public,confirmed,new-candidate,0.573,The Nightmare Before Christmas in Concert,2026-10-17,add-after-final-source-check,new-source,P0,City of Kitchener,https://www.kitchener.ca/arts-culture-and-events/events/,turn454225search11,,2026-07-21
c73eca73933b,Open Air Storytime: To Infinity and Beyond,2026-07-22,,10:30-11:30,Mississauga,,storytime,,,public,confirmed,new-candidate,0.477,Stephen Leacock Student Humorous Writing Competition,2027-04-15,add-after-final-source-check,registered-domain-only,P0,City of Mississauga,https://www.mississauga.ca/events-and-attractions/events-calendar/,turn681018search0,,2026-07-21
82ff7d1ad519,Open Air Storytime: Snack Attack,2026-07-29,,10:30-11:30,Mississauga,,storytime,,,public,confirmed,new-candidate,0.531,Indigenous Arts and Stories,2027-03-31,add-after-final-source-check,registered-domain-only,P0,City of Mississauga,https://www.mississauga.ca/events-and-attractions/events-calendar/,turn681018search1,,2026-07-21
b31d84133b4b,Open Air Storytime: Creepy Crawly Critters,2026-08-05,,10:30-11:30,Mississauga,,storytime,,,public,confirmed,new-candidate,0.512,CNIB Braille Creative Writing Contest,2027-05-31,add-after-final-source-check,registered-domain-only,P0,City of Mississauga,https://www.mississauga.ca/events-and-attractions/events-calendar/,turn681018search0,,2026-07-21
a43881d33526,Open Air Storytime: Once Upon a Time,2026-08-12,,10:30-11:30,Mississauga,,storytime,,,public,confirmed,new-candidate,0.487,"European Society for Aesthetics annual conference CFP, projected",2027-01-15,add-after-final-source-check,registered-domain-only,P0,City of Mississauga,https://www.mississauga.ca/events-and-attractions/events-calendar/,turn681018search3,,2026-07-21
0ba42f129c40,Let's Event Summer Festival 2026,2026-07-25,,13:00-22:00,Mississauga,,community market/festival,,,public,confirmed,new-candidate,0.658,SOS Fest (Summer Soca Festival) Mississauga 2026,2026-07-31,add-after-final-source-check,registered-domain-only,P0,City of Mississauga,https://www.mississauga.ca/events-and-attractions/events-calendar/,turn681018search17,,2026-07-21
1a7af3f97064,Mosaic 2026 – South Asian Festival of Mississauga,2026-07-31,2026-08-01,,Mississauga,,festival,,,public,confirmed,new-candidate,0.875,SOS Fest (Summer Soca Festival) Mississauga 2026,2026-07-31,add-after-final-source-check,registered-domain-only,P0,City of Mississauga,https://www.mississauga.ca/events-and-attractions/events-calendar/,turn681018search6,,2026-07-21
43a504c99d62,On the Verandah Outdoor Concert Series,2026-07-24,2026-08-14,19:00-20:30,Mississauga,,concert series,,"Fridays Jul. 24, 31, Aug. 7, 14",public,confirmed,new-candidate,0.512,Soulpepper Fringe Encore Series,2026-09-26,add-after-final-source-check,registered-domain-only,P0,City of Mississauga,https://www.mississauga.ca/events-and-attractions/events-calendar/,turn681018search11,,2026-07-21
cb30deafe2db,Amphitheatre Unplugged,2026-08-05,2026-08-26,20:00-21:30,Mississauga,,open mic/performance,,"Wednesdays Aug. 5, 12, 19, 26",public,confirmed,new-candidate,0.497,TD Kitchener Blues Festival 2026,2026-08-06,add-after-final-source-check,registered-domain-only,P0,City of Mississauga,https://www.mississauga.ca/events-and-attractions/events-calendar/,turn681018search14,,2026-07-21
45ec2d298912,City of Mississauga Events Calendar,2026-07-21,2026-12-31,,Mississauga,,municipal events,,,public,source-calendar,source-calendar,0.665,Mississauga ItalFest,2026-08-21,build-or-repair-adapter,registered-domain-only,P0,City of Mississauga,https://www.mississauga.ca/events-and-attractions/events-calendar/,turn681018search0,Official event calendar with multi-date records and cancellation notices.,2026-07-21
d435a086a056,Chutneyfest,2026-07-24,2026-07-25,,Brampton,,festival,,,public,confirmed,new-candidate,0.5,Transfers,2026-08-11,add-after-final-source-check,new-source,P0,City of Brampton,https://www.brampton.ca/EN/Arts-Culture-Tourism/Festivals-and-Events/Pages/City-Sponsored-Festivals.aspx,turn681018search9,,2026-07-21
1eb8c81597e9,Heritage Sounds Music Festival,2026-08-07,2026-08-09,,Brampton,,festival,,,public,confirmed,new-candidate,0.714,VELD Music Festival 2026,2026-07-31,add-after-final-source-check,new-source,P0,City of Brampton,https://www.brampton.ca/EN/Arts-Culture-Tourism/Festivals-and-Events/Pages/City-Sponsored-Festivals.aspx,turn681018search9,,2026-07-21
e795f132b1e8,Brampton Fiesta Extravaganza,2026-08-08,2026-08-09,,Brampton,,festival,,,public,confirmed,new-candidate,0.5,Mississauga Latin Festival,2026-08-07,add-after-final-source-check,new-source,P0,City of Brampton,https://www.brampton.ca/EN/Arts-Culture-Tourism/Festivals-and-Events/Pages/City-Sponsored-Festivals.aspx,turn681018search9,,2026-07-21
c0bf111c3314,The Final Whistle,2026-08-16,,,Brampton,,community celebration,,,public,confirmed,new-candidate,0.485,All's Well,2026-11-24,add-after-final-source-check,new-source,P0,City of Brampton,https://www.brampton.ca/EN/Arts-Culture-Tourism/Festivals-and-Events/Pages/City-Sponsored-Festivals.aspx,turn681018search9,,2026-07-21
a12ef037d174,Jamaica Day,2026-08-22,2026-08-23,,Brampton,,festival,,,public,confirmed,new-candidate,0.525,"Psyche and the City, Tanner Lectures on Human Values, day 1",2027-03-24,add-after-final-source-check,new-source,P0,City of Brampton,https://www.brampton.ca/EN/Arts-Culture-Tourism/Festivals-and-Events/Pages/City-Sponsored-Festivals.aspx,turn681018search9,,2026-07-21
d1f60eee2ccf,World of Jazz Festival,2026-09-12,,,Brampton,,festival,,,public,confirmed,new-candidate,0.849,Guelph Jazz Festival 2026,2026-09-11,add-after-final-source-check,new-source,P0,City of Brampton,https://www.brampton.ca/EN/Arts-Culture-Tourism/Festivals-and-Events/Pages/City-Sponsored-Festivals.aspx,turn681018search9,,2026-07-21
eb31e84424e9,Brampton Latin Festival,2026-09-19,,,Brampton,,festival,,,public,confirmed,new-candidate,0.703,Mississauga Latin Festival,2026-08-07,add-after-final-source-check,new-source,P0,City of Brampton,https://www.brampton.ca/EN/Arts-Culture-Tourism/Festivals-and-Events/Pages/City-Sponsored-Festivals.aspx,turn681018search9,,2026-07-21
a3c5e520442b,The Rose Patio Bar Summer Series,2026-07-24,2026-09-05,,Brampton,,community arts,,Fridays through Aug. 28 and Saturdays through Sep. 5,public,confirmed,new-candidate,0.542,New York Times Summer Reading Contest,2026-08-14,add-after-final-source-check,registered-domain-only,P3,Brampton On Stage,https://tickets.brampton.ca/online/default.asp?doWork::WScontent::loadArticle=Load&BOparam::WScontent::loadArticle::article_id=E5C0CEAF-4F71-4685-A1FB-C17CDCC0DCAE,turn681018search10,,2026-07-21
d7b14e011cec,City of Brampton Festivals and Events Calendar,2026-07-21,2026-12-31,,Brampton,,municipal events,,,public,source-calendar,source-calendar,0.613,Japan Festival Canada 2026 (JFC 2026),2026-08-14,build-or-repair-adapter,new-source,P0,City of Brampton,https://www.brampton.ca/EN/Arts-Culture-Tourism/Festivals-and-Events/Pages/City-Sponsored-Festivals.aspx,turn681018search9,Official festival inventory and seasonal updates.,2026-07-21
700f5cf46d80,Open Data Jam #7 – Celebrating Scarborough,2026-07-22,,18:00-20:30,Toronto,Scarborough Civic Centre,civic/open data workshop,,,public,confirmed,new-candidate,0.468,Beaches Jazz Festival — StreetFest,2026-07-23,add-after-final-source-check,new-source,P0,City of Toronto Open Data,https://open.toronto.ca/,turn641953search0,,2026-07-21
596a6cb1d5b4,Toronto Festivals and Events Open Data Feed,2026-07-21,2027-12-31,,Toronto,,bulk municipal event source,,,public,source-calendar,source-calendar,0.55,Japan Festival Canada 2026 (JFC 2026),2026-08-14,build-or-repair-adapter,new-source,P0,City of Toronto Open Data,https://open.toronto.ca/dataset/festivals-events/,turn641953search4,Permitted public events dataset; should become a first-class ingestion source.,2026-07-21
ba040bc2ce18,Destination Toronto Events Calendar,2026-07-21,2027-12-31,,Toronto,,bulk tourism event source,,,public,source-calendar,source-calendar,0.536,Toronto Caribbean Carnival — Grand Parade,2026-08-01,build-or-repair-adapter,registered-domain-only,P0,Destination Toronto,https://www.destinationtoronto.com/events/,turn641953search2,Centralized Cruncho-powered calendar replacing NowPlayingToronto.,2026-07-21
08005f016816,Toronto Public Library Events Calendar,2026-07-21,2027-12-31,,Toronto,,bulk library event source,,,public,source-calendar,source-calendar,0.733,Toronto Public Library Young Voices Magazine,2027-03-22,build-or-repair-adapter,possible-name-match,P0,Toronto Public Library,https://tpl.bibliocommons.com/v2/events,turn641953search9,"Thousands of programs; filterable by audience and event type, including author talks, civic engagement and AI.",2026-07-21
76cfc0d44861,Atelier d’éveil musical,2026-07-22,,,Online,,French music workshop,French,,public,confirmed,new-candidate,0.7,The Karate Kid – The Musical,2026-09-29,add-after-final-source-check,possible-name-match,P3,Toronto Public Library,https://kids.torontopubliclibrary.ca/online-programs,turn746396search15,,2026-07-21
5caa1ebb58e2,Summer Music in the Garden,2026-07-23,2026-08-27,,Toronto,,concert series,,Multiple dates,public,confirmed,new-candidate,0.538,VELD Music Festival 2026,2026-07-31,add-after-final-source-check,registered-exact,P1,Harbourfront Centre,https://harbourfrontcentre.com/whats-on/,turn746396search17,,2026-07-21
293f230f1292,Free Flicks,2026-07-21,2026-09-01,,Toronto,,film series,,Tuesdays,public,confirmed,new-candidate,0.471,AFROFEST 2026,2026-08-14,add-after-final-source-check,registered-exact,P1,Harbourfront Centre,https://harbourfrontcentre.com/whats-on/,turn746396search17,,2026-07-21
c84ae4435173,Dancing on the Square,2026-07-22,2026-09-02,,Toronto,,dance series,,Wednesdays,public,confirmed,new-candidate,0.583,Pan in D' Park,2026-08-02,add-after-final-source-check,registered-exact,P1,Harbourfront Centre,https://harbourfrontcentre.com/whats-on/,turn746396search17,,2026-07-21
ea615193ec5d,Island Soul,2026-07-31,2026-08-03,,Toronto,,festival,,,public,confirmed,new-candidate,0.533,VELD Music Festival 2026,2026-07-31,add-after-final-source-check,registered-exact,P1,Harbourfront Centre,https://harbourfrontcentre.com/whats-on/,turn746396search17,,2026-07-21
77fb7e6be9d7,Riddim Track Live by the Water,2026-08-01,,16:00,Toronto,,concert,,,public,confirmed,new-candidate,0.529,Patricia Grodd Poetry Prize for Young Writers,2026-11-30,add-after-final-source-check,registered-exact,P1,Harbourfront Centre,https://harbourfrontcentre.com/whats-on/,turn746396search17,,2026-07-21
dab820f46dcc,Super Yummy Night Market,2026-08-01,,17:00,Toronto,,market,,,public,confirmed,new-candidate,0.508,Pan in D' Park,2026-08-02,add-after-final-source-check,registered-exact,P1,Harbourfront Centre,https://harbourfrontcentre.com/whats-on/,turn746396search17,,2026-07-21
35382df2a228,Blues & Reggae Night Concert,2026-08-01,,19:00,Toronto,,concert,,,public,confirmed,new-candidate,0.6,Elf in Concert,2026-12-03,add-after-final-source-check,registered-exact,P1,Harbourfront Centre,https://harbourfrontcentre.com/whats-on/,turn746396search17,,2026-07-21
6cf5978fa17d,Hardcore Band featuring Steele,2026-08-01,,19:30,Toronto,,concert,,,public,confirmed,new-candidate,0.578,Caribana King & Queen Showcase,2026-07-31,add-after-final-source-check,registered-exact,P1,Harbourfront Centre,https://harbourfrontcentre.com/whats-on/,turn746396search17,,2026-07-21
802761a2e1fa,The Clash! Band vs DJ,2026-08-01,,20:00,Toronto,,music battle,,,public,confirmed,new-candidate,0.632,Caribana Grand Parade,2026-08-01,add-after-final-source-check,registered-exact,P1,Harbourfront Centre,https://harbourfrontcentre.com/whats-on/,turn746396search17,,2026-07-21
cdc7c6ab6d7c,Habari Africa,2026-08-07,2026-08-09,,Toronto,,festival,,,public,confirmed,new-candidate,0.502,The Karate Kid – The Musical,2026-09-29,add-after-final-source-check,registered-exact,P1,Harbourfront Centre,https://harbourfrontcentre.com/whats-on/,turn746396search17,,2026-07-21
a07bde958211,TAIWANfest,2026-08-28,2026-08-30,,Toronto,,festival,,,public,confirmed,new-candidate,0.682,Transfers,2026-08-11,add-after-final-source-check,registered-exact,P1,Harbourfront Centre,https://harbourfrontcentre.com/whats-on/,turn746396search17,,2026-07-21
39f3e135ede0,Free Third Tuesday Night,2026-07-21,,16:00-20:30,Toronto,,museum/community,,,public,confirmed,new-candidate,0.519,French for the Future National Essay Contest,2026-12-19,add-after-final-source-check,registered-exact,P1,Royal Ontario Museum,https://www.rom.on.ca/whats-on/events,turn197446search3,,2026-07-21
6337ba554843,ROM After Dark: Island Fête,2026-07-24,,19:30-23:30,Toronto,,museum nightlife/cultural,,,public,confirmed,new-candidate,0.53,Mighty Niagara Film Fest 2026,2026-11-11,add-after-final-source-check,registered-exact,P1,Royal Ontario Museum,https://www.rom.on.ca/whats-on/events,turn197446search3,,2026-07-21
f04d92240e7b,"ROMWalks Plus: University Avenue – War, Peace and Art",2026-08-02,,14:00-16:00,Toronto,,heritage walk,,,public,confirmed,new-candidate,0.459,"Dumbarton Oaks fellowships and awards, projected",2026-11-01,add-after-final-source-check,registered-exact,P1,Royal Ontario Museum,https://www.rom.on.ca/whats-on/events,turn197446search3,,2026-07-21
6ac84d6dffe3,Free Third Tuesday Night,2026-08-18,,16:00-20:30,Toronto,,museum/community,,,public,confirmed,new-candidate,0.519,French for the Future National Essay Contest,2026-12-19,add-after-final-source-check,registered-exact,P1,Royal Ontario Museum,https://www.rom.on.ca/whats-on/events,turn197446search3,,2026-07-21
54ecc2f1065b,BEES: A Story of Survival,2026-07-21,2026-10-18,,Toronto,,exhibition,,,public,confirmed,new-candidate,0.538,Johannes Linstead — From Spain to Cuba (Beaches Jazz Festival),2026-07-21,add-after-final-source-check,registered-exact,P1,Royal Ontario Museum,https://www.rom.on.ca/whats-on/events,turn197446search3,,2026-07-21
a9b4973d6e78,Psychedelics: Art. Culture. Science.,2026-07-21,2026-12-31,,Toronto,,exhibition,,,public,confirmed,new-candidate,0.509,Scholastic Art and Writing Awards,2026-12-15,add-after-final-source-check,registered-exact,P1,Royal Ontario Museum,https://www.rom.on.ca/whats-on/events,turn197446search3,,2026-07-21
75a23643882d,Shokkan: Material Encounters in Japanese Art,2026-07-21,2026-09-07,,Toronto,,exhibition,,,public,confirmed,new-candidate,0.517,Johannes Linstead — From Spain to Cuba (Beaches Jazz Festival),2026-07-21,add-after-final-source-check,registered-exact,P1,Royal Ontario Museum,https://www.rom.on.ca/whats-on/events,turn197446search3,,2026-07-21
a68fa5b7ffd6,Crawford Lake: Layers in Time,2026-07-21,2027-01-31,,Toronto,,exhibition,,,public,confirmed,new-candidate,0.473,Cinderella (holiday panto),2026-12-05,add-after-final-source-check,registered-exact,P1,Royal Ontario Museum,https://www.rom.on.ca/whats-on/events,turn197446search3,,2026-07-21
c14ca47928d3,Dawoud Bey in Conversation with Allison Glenn,2026-07-24,,19:00,Toronto,,artist talk,,,public,confirmed,new-candidate,0.5,R.A. Butler Prize in Politics and International Studies,2026-07-31,add-after-final-source-check,registered-exact,P2,Art Gallery of Ontario,https://ago.ca/events/browse,turn197446search4,,2026-07-21
c401c4895c3f,Art Hangs,2026-07-24,,,Toronto,,special event,,,public,confirmed,new-candidate,0.526,AGO Art Bash,2026-09-24,add-after-final-source-check,registered-exact,P2,Art Gallery of Ontario,https://ago.ca/events/browse,turn197446search4,,2026-07-21
f51fb72ca9b9,Impressionist Afternoon Tea,2026-07-21,2026-10-18,,Toronto,,food/art program,,,public,confirmed,new-candidate,0.506,Johannes Linstead — From Spain to Cuba (Beaches Jazz Festival),2026-07-21,add-after-final-source-check,registered-exact,P2,Art Gallery of Ontario,https://ago.ca/events/browse,turn197446search4,,2026-07-21
d3a558c2f442,Monet's Dining Room with John Ota,2026-07-21,,,Toronto,,talk,,,public,confirmed,new-candidate,0.64,Johannes Linstead — From Spain to Cuba (Beaches Jazz Festival),2026-07-21,add-after-final-source-check,registered-exact,P2,Art Gallery of Ontario,https://ago.ca/events/browse,turn197446search4,,2026-07-21
d3c596387fac,Painting Together: Watercolour in the Park,2026-07-25,,13:00-16:00,Toronto,,family workshop,,,public,confirmed,new-candidate,0.525,Pan in D' Park,2026-08-02,add-after-final-source-check,registered-exact,P2,Art Gallery of Ontario,https://ago.ca/events/browse,turn197446search4,,2026-07-21
fa589fdb8c54,Breakfast Club,2026-07-25,,10:30-13:00,Toronto,,art workshop,,,public,confirmed,new-candidate,0.473,OCPA Calypso Showcase (Caribana),2026-07-25,add-after-final-source-check,registered-exact,P2,Art Gallery of Ontario,https://ago.ca/events/browse,turn197446search4,,2026-07-21
aeef883a8d30,Art Hive at MOCA,2026-07-23,,17:00-20:00,Toronto,,drop-in art workshop,,,public,confirmed,new-candidate,0.566,The Karate Kid – The Musical,2026-09-29,add-after-final-source-check,registered-domain-only,P2,MOCA Toronto,https://moca.ca/events/,turn197446search5,,2026-07-21
37330241a572,Free Friday Night at MOCA,2026-08-07,,17:00-21:00,Toronto,,museum/community,,,public,confirmed,new-candidate,0.55,Diverse Minds Manitoba,2027-06-10,add-after-final-source-check,registered-domain-only,P2,MOCA Toronto,https://moca.ca/events/,turn197446search5,,2026-07-21
95fb7f1ddecf,Kimsooja: Dimensions of a Needle,2026-07-21,2026-08-16,,Toronto,,exhibition,,,public,confirmed,new-candidate,0.45,Petrushka & Passions of Spain,2026-10-01,add-after-final-source-check,registered-domain-only,P2,MOCA Toronto,https://moca.ca/events/,turn197446search5,,2026-07-21
f922432311ac,Sara Cwynar: Baby Blue Benzo Beta,2026-07-21,2026-08-16,,Toronto,,exhibition,,,public,confirmed,new-candidate,0.556,Johannes Linstead — From Spain to Cuba (Beaches Jazz Festival),2026-07-21,add-after-final-source-check,registered-domain-only,P2,MOCA Toronto,https://moca.ca/events/,turn197446search5,,2026-07-21
3694e290803d,Thenjiwe Niki Nkosi: Suspension,2026-07-21,2026-08-16,,Toronto,,exhibition,,,public,confirmed,new-candidate,0.471,Ariadne auf Naxos (R. Strauss),2027-02-04,add-after-final-source-check,registered-domain-only,P2,MOCA Toronto,https://moca.ca/events/,turn197446search5,,2026-07-21
0ebfc80ebc3a,Ville de Montréal Events Open Data Feed,2026-07-21,2027-12-31,,Montréal,,bulk municipal event source,French/English,,public,source-calendar,source-calendar,0.498,"ICMA-sponsored session, CAA 2028",2027-02-01,build-or-repair-adapter,new-source,P0,Ville de Montréal Open Data,https://donnees.montreal.ca/dataset/evenements-publics,turn274161search1,"Official daily-updated CSV/SHP/GeoJSON dataset with title, event URL, date range, type, audience, registration, cost, borough, address and coordinates.",2026-07-21
b0e994603fdc,Ville de Montréal Events Calendar,2026-07-21,2027-12-31,,Montréal,,bulk municipal event source,French,,public,source-calendar,source-calendar,0.476,"ICMA-sponsored session, CAA 2028",2027-02-01,build-or-repair-adapter,registered-exact,P1,Ville de Montréal,https://montreal.ca/evenements,turn929165search0,"Official calendar with more than 3,000 listings.",2026-07-21
959333d33910,Archiver des architectures « inarchivables »,2026-07-23,,18:00-19:30,Montréal,,research seminar,French,,public,confirmed,new-candidate,0.544,"Psyche and the City, Tanner Lectures on Human Values, day 1",2027-03-24,add-after-final-source-check,registered-domain-only,P1,Canadian Centre for Architecture,https://www.cca.qc.ca/fr/calendrier/,turn819721search3,,2026-07-21
e700763ac6df,"Les origines de la crise du logement : photographie, empire et architecture de la précarité",2026-07-30,,18:00-19:30,Montréal,,research seminar,French,,public,confirmed,new-candidate,0.45,Wildlife Photographer of the Year,2026-11-21,add-after-final-source-check,registered-domain-only,P1,Canadian Centre for Architecture,https://www.cca.qc.ca/fr/calendrier/,turn819721search3,,2026-07-21
9c6bb142486c,Architecture en jeu,2026-08-02,,11:00-12:00,Montréal,,youth architecture program,French,,public,confirmed,new-candidate,0.562,Tate McRae at OSHEAGA 2026,2026-08-01,add-after-final-source-check,registered-domain-only,P1,Canadian Centre for Architecture,https://www.cca.qc.ca/fr/calendrier/,turn819721search3,,2026-07-21
570c71e2047e,Bibliothèque mobile dans le parc Baile,2026-08-05,,10:00-12:00,Montréal,,family/literary program,French,,public,confirmed,new-candidate,0.465,Trinity College Cambridge Subject Essay Prizes,2026-08-01,add-after-final-source-check,registered-domain-only,P1,Canadian Centre for Architecture,https://www.cca.qc.ca/fr/calendrier/,turn819721search3,,2026-07-21
27adaf17b5d5,Une architecture de la flexibilité,2026-08-06,,18:00-19:30,Montréal,,research seminar,French,,public,confirmed,new-candidate,0.455,TD Kitchener Blues Festival 2026,2026-08-06,add-after-final-source-check,registered-domain-only,P1,Canadian Centre for Architecture,https://www.cca.qc.ca/fr/calendrier/,turn819721search3,,2026-07-21
7e7626aa1b1f,Ciné-Façade : Habiter l’imperfection,2026-08-13,2026-08-27,19:30-22:30,Montréal,,film series,French,,public,confirmed,new-candidate,0.537,"American Academy in Rome Rome Prize, projected",2026-11-01,add-after-final-source-check,registered-domain-only,P1,Canadian Centre for Architecture,https://www.cca.qc.ca/fr/calendrier/,turn819721search3,,2026-07-21
33f82c52d3ab,Camp de jour été 2026,2026-08-17,2026-08-21,,Montréal,,youth program,French,,public,confirmed,new-candidate,0.469,The Adroit Prizes for Poetry and Prose,2027-05-01,add-after-final-source-check,registered-domain-only,P1,Canadian Centre for Architecture,https://www.cca.qc.ca/fr/calendrier/,turn819721search3,,2026-07-21
f711f560fc85,"Architecture, divertissement, interactivité : Culture Lab, Toronto 1991–1994",2026-07-21,2026-08-30,,Montréal,,exhibition,French,,public,confirmed,new-candidate,0.624,"The Space Between, Literature and Culture 1914 to 1945",2026-12-31,add-after-final-source-check,registered-domain-only,P1,Canadian Centre for Architecture,https://www.cca.qc.ca/fr/calendrier/,turn819721search3,,2026-07-21
4025b4d53bc6,À l’écoute des archives,2026-07-21,2026-10-18,,Montréal,,exhibition,French,,public,confirmed,new-candidate,0.512,Indigenous Arts and Stories,2027-03-31,add-after-final-source-check,registered-domain-only,P1,Canadian Centre for Architecture,https://www.cca.qc.ca/fr/calendrier/,turn819721search3,,2026-07-21
85a2572dda81,Everlasting (Sans trêve),2026-07-21,2026-11-08,,Montréal,,exhibition,French,,public,confirmed,new-candidate,0.539,Emergence & Silent Screen,2026-11-13,add-after-final-source-check,registered-domain-only,P1,Canadian Centre for Architecture,https://www.cca.qc.ca/fr/calendrier/,turn819721search3,,2026-07-21
d011f85a0571,L’atout de la ville c’est qu’elle n’a jamais été parfaite,2026-07-21,2027-01-10,,Montréal,,exhibition,French,,public,confirmed,new-candidate,0.497,"National Humanities Center Fellowship deadline, projected",2026-10-02,add-after-final-source-check,registered-domain-only,P1,Canadian Centre for Architecture,https://www.cca.qc.ca/fr/calendrier/,turn819721search3,,2026-07-21
fc94dabfcb6d,Transcription en ligne : Carnets de Siza,2026-07-21,2027-01-10,,Montréal,,online participatory event,French,,public,confirmed,new-candidate,0.55,Princeton Ten-Minute Play Contest,2027-03-31,add-after-final-source-check,registered-domain-only,P1,Canadian Centre for Architecture,https://www.cca.qc.ca/fr/calendrier/,turn819721search3,,2026-07-21
175c996d2a2e,PHI Montréal 2026 – Présentation,2026-07-21,2026-08-02,,Montréal,,exhibition,French/English,,public,confirmed,new-candidate,0.512,Queen's Commonwealth Writing Competition,2027-04-30,add-after-final-source-check,registered-domain-only,P1,PHI,https://phi.ca/fr/evenements/,turn819721search2,Free,2026-07-21
a72df39f23c2,Le Havre de Montréal – Marche exploratoire,2026-08-01,,10:00-12:00,Montréal,,exploratory walk,French/English,,public,confirmed,new-candidate,0.508,Tate McRae at OSHEAGA 2026,2026-08-01,add-after-final-source-check,registered-domain-only,P1,PHI,https://phi.ca/fr/evenements/,turn819721search2,Sold out,2026-07-21
01ec0aa92536,Jakob Kudsk Steensen : Autres mondes,2026-07-21,2026-09-13,,Montréal,,exhibition,French/English,,public,confirmed,new-candidate,0.494,Fraser Institute Student Essay Contest,2027-06-08,add-after-final-source-check,registered-domain-only,P1,PHI,https://phi.ca/fr/evenements/,turn819721search2,,2026-07-21
85aa6871ad65,Paola Pivi : Venez voir Mensonges mensonges,2026-07-21,2026-09-13,,Montréal,,exhibition,French/English,,public,confirmed,new-candidate,0.479,Poetry In Voice Write Contest,2027-02-15,add-after-final-source-check,registered-domain-only,P1,PHI,https://phi.ca/fr/evenements/,turn819721search2,,2026-07-21
03ceb993d3cf,Visites guidées avec un·e commissaire – Jakob Kudsk Steensen + Paola Pivi,2026-08-29,,,Montréal,,curator tour,French/English,,public,confirmed,new-candidate,0.426,Marshall Society Essay Competition in Economics,2026-08-29,add-after-final-source-check,registered-domain-only,P1,PHI,https://phi.ca/fr/evenements/,turn819721search2,,2026-07-21
0210052c3257,Habitat sonore : A Love Supreme de John Coltrane,2026-07-21,2026-09-13,,Montréal,,sound experience,French/English,,public,confirmed,new-candidate,0.494,"ICMA-sponsored session, CAA 2028",2027-02-01,add-after-final-source-check,registered-domain-only,P1,PHI,https://phi.ca/fr/evenements/,turn819721search2,,2026-07-21
e1c02cc3ce22,Habitat sonore : Ambiguous Desire de Arlo Parks,2026-07-21,2026-09-13,,Montréal,,sound experience,French/English,,public,confirmed,new-candidate,0.505,Trinity College Cambridge Subject Essay Prizes,2026-08-01,add-after-final-source-check,registered-domain-only,P1,PHI,https://phi.ca/fr/evenements/,turn819721search2,,2026-07-21
68362a5bacb8,Habitat sonore : My World is The Sun de Dominique Fils-Aimé,2026-07-21,2026-09-13,,Montréal,,sound experience,French/English,,public,confirmed,new-candidate,0.445,Empire of Wild (world premiere),2027-05-01,add-after-final-source-check,registered-domain-only,P1,PHI,https://phi.ca/fr/evenements/,turn819721search2,,2026-07-21
055388e61a04,Spirituali-tea,2026-07-21,,14:00-16:00,Montréal,,community reflection,,,Concordia community,confirmed,new-candidate,0.462,Mississauga ItalFest,2026-08-21,add-after-final-source-check,registered-domain-only,P1,Concordia University,https://www.concordia.ca/events.html,turn479455search10,,2026-07-21
1846b238253a,Explore Montreal: Saint Joseph's Oratory on Mount Royal,2026-07-22,,18:30-21:00,Montréal,,cultural outing,,,Concordia community,confirmed,new-candidate,0.458,COC Centre Stage: Ensemble Studio Competition & Gala,2026-10-22,add-after-final-source-check,registered-domain-only,P1,Concordia University,https://www.concordia.ca/events.html,turn479455search7,,2026-07-21
1c7203beffa4,Estivales de la question animale,2026-07-24,2026-07-27,15:00,Montréal,,conference/social event,,,public,confirmed,new-candidate,0.518,American Historical Association 2028 Annual Meeting,2027-02-15,add-after-final-source-check,registered-domain-only,P1,Concordia University,https://www.concordia.ca/events.html,turn479455search7,,2026-07-21
