"id","canonicalName","aliases","candidateTier","scope","bookRelations","bookCategories","bookPortrayal","mentionCount","chapters","printedPageReferences","bookPrintedUrls","sourceGroundedRoles","currentStatusGroup","detailedStatus","currentCanonicalUrl","currentOperator","currentStatusEvidence","verified","confidence","verificationSourceUrls","discoveryGeneration","directoryDecision","editorialNotes","mentionIds"
"PC-0179","LOCKSS","Lots Of Copies Keeps Stuff Safe","Core candidate","Commons Projects","direct","distributed preservation system","operating at book date","2","4, 6","Ch. 4, pp. 100, 120 | Ch. 6, pp. 157-159, 166","http://lockss.stanford.edu/","Library-controlled distributed copying system for preserving journal and web content. | Stanford library-controlled caching network for resilient journal preservation.","ACTIVE_AT_NEW_URL","ACTIVE_AT_NEW_URL","https://www.lockss.org/","LOCKSS Program, Stanford Libraries","The distributed digital preservation program remains active.","2026-07-28","HIGH","https://www.lockss.org/ | https://www.lockss.org/about | https://www.lockss.org/about/history","0","","","UKC-04-061 | UKC-06-010"
"PC-0180","Los Alamos ArXiv.org","arXiv.org | Los Alamos e-Print Archive","Core candidate","Commons Projects","direct","disciplinary e-print archive","operating at book date","1","4","Ch. 4, pp. 98, 119","http://www.arxiv.org/","Physics and related-science preprint archive maintained by Cornell.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-036"
"PC-0181","Ludwig von Mises Institute open-access book program","Ludwig von Mises Institute","Core candidate","Commons Projects","direct","open-access publisher","operating at book date","1","7","Ch. 7, pp. 196, 207","http://www.mises.org/","Provides free online monographs alongside print sales.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-07-038"
"PC-0182","Lund University Libraries","","Support node","Supporting Ecosystem","enabler","research-library directory steward","operating at book date","1","4","Ch. 4, pp. 118","","Creates and maintains the Directory of Open Access Journals.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-077"
"PC-0183","Massachusetts Agriculture Experiment Station project MAS00847","","Support node","Supporting Ecosystem","enabler","research project","operating at book date","1","10","Ch. 10, pp. 303","","Supported research underlying the chapter's open-science model.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-034"
"PC-0184","Max Planck Institute","","Support node","Supporting Ecosystem","enabler","research institute and publishing steward","operating at book date","1","11","Ch. 11, pp. 316","","Created and maintains the Living Reviews dynamic-publication model.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-11-006"
"PC-0185","Max Planck Society open-access requirements","","Example candidate","Commons Projects","example","institutional OA policies","policies in operation at book date","1","3","Ch. 3, pp. 57","","OA requirement policies spanning the Society's institutes.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-03-020"
"PC-0186","MEDLINE","","Core candidate","Commons Projects","direct","biomedical citation database","operating at book date","1","5","Ch. 5, pp. 136, 142","","Biomedical database redesigned for wider public usefulness.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-05-015"
"PC-0187","MedlinePlus","Medline Plus","Core candidate","Commons Projects","direct","public medical-information portal","operating at book date","1","5","Ch. 5, pp. 142","http://www.nlm.nih.gov/medlineplus/","National Library of Medicine portal translating biomedical information for lay users.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-05-016"
"PC-0188","Mellon e-journal preservation planning projects","","Core candidate","Commons Projects","direct","preservation program","completed planning program","1","6","Ch. 6, pp. 148-149, 156","","Seven university-publisher planning projects that developed trusted e-journal archives.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-06-002"
"PC-0189","Merck v. Integra","","Support node","Supporting Ecosystem","enabler","legal case shaping science infrastructure","completed litigation","1","8","Ch. 8, pp. 214, 239-242","","Patent case defining experimental use in pharmaceutical research.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-08-016"
"PC-0190","MGM v. Grokster","","Support node","Supporting Ecosystem","enabler","legal case shaping digital infrastructure","completed litigation","1","8","Ch. 8, pp. 235-238, 243","","Supreme Court case governing liability for file-sharing technologies.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-08-015"
"PC-0191","Microsoft pay-per-view full-text program","","Context / analogy","Concepts and Comparisons","analogy","commercial digital-book service","operating at book date","1","4","Ch. 4, pp. 99","","Commercial proposal for licensed full-text access.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-050"
"PC-0192","MIT OpenCourseWare","","Core candidate","Commons Projects","direct","open educational resource initiative","operating at book date","1","4","Ch. 4, pp. 118","","MIT open-course initiative paired with DSpace as an intellectual-commons example.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-089"
"PC-0193","Monitoring the Future","","Support node","Supporting Ecosystem","enabler","longitudinal youth survey","operating at book date","1","9","Ch. 9, pp. 271","","Youth trend dataset used for trust, association, and participation evidence.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-09-018"
"PC-0194","Mozilla","","Example candidate","Commons Projects","example","open-source web-browser project","operating at book date","1","10","Ch. 10, pp. 286","","Early browser project used to show how tangled code obstructs collaboration.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-013"
"PC-0195","MySQL","","Core candidate","Commons Projects","direct","open-source database software","operating at book date","1","10","Ch. 10, pp. 278-279","","Successful FOSS relational-database project.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-005"
"PC-0196","Napster","","Context / analogy","Concepts and Comparisons","analogy","peer-to-peer file-sharing service","historical service","1","8","Ch. 8, pp. 237-238, 243","","File-sharing system used to analyze technological commons, markets, and fair use.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-08-009"
"PC-0197","National Academies Press open-access book program","NAP","Core candidate","Commons Projects","direct","open-access publisher","operating at book date","1","7","Ch. 7, pp. 196, 207","http://www.nap.edu/","Provides free online full text alongside print sales.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-07-037"
"PC-0198","National Assessment of Educational Progress","NAEP","Support node","Supporting Ecosystem","enabler","education assessment dataset","operating at book date","1","9","Ch. 9, pp. 272","","National mathematics assessment used to compare forms of classroom computer use.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-09-020"
"PC-0199","National Digital Information and Infrastructure Preservation Program","NDIIPP","Core candidate","Commons Projects","direct","national preservation program","operating at book date","1","6","Ch. 6, pp. 166","http://www.digitalpreservation.gov/repor/ndiipp_plan.pdf","Library of Congress national plan for distributed digital preservation.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-06-014"
"PC-0200","National Education Longitudinal Study","NELS","Support node","Supporting Ecosystem","enabler","education dataset","operating at book date","1","9","Ch. 9, pp. 258","","National dataset used to analyze youth digital participation and inequality.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-09-019"
"PC-0201","National Geographic Education Foundation","","Support node","Supporting Ecosystem","enabler","foundation and funder","operating at book date","1","9","Ch. 9, pp. 268","","Funded the Prince George's geography-and-obesity project.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-09-012"
"PC-0202","National Institutes of Health open-access policy","","Support node","Supporting Ecosystem","enabler","public-access policy","policy in operation at book date","1","2","Ch. 2, pp. 37","","Sought public availability of NIH-funded medical research after journal publication.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-02-026"
"PC-0203","National Institutes of Health public-access archive policy","","Support node","Supporting Ecosystem","enabler","public-access policy","policy in operation at book date","1","4","Ch. 4, pp. 97","","Supports deposit of accepted NIH-funded manuscripts in PubMed Central.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-025"
"PC-0204","National Institutes of Health public-access policy","","Support node","Supporting Ecosystem","enabler","public-access policy","policy in operation at book date","1","7","Ch. 7, pp. 205","","Requests NIH grantees to deposit accepted manuscripts in PubMed Central.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-07-042"
"PC-0205","National Inventors Hall of Fame","","Example candidate","Commons Projects","example","biographical knowledge collection","operating at book date","1","5","Ch. 5, pp. 130","","Online inventor profile source reused within decentralized factual production.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-05-010"
"PC-0206","National Library of Medicine","NLM","Support node","Supporting Ecosystem","enabler","national biomedical library","operating at book date","1","4","Ch. 4, pp. 97","","Operates PubMed Central as the archive for NIH-supported manuscripts.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-027"
"PC-0207","National Science Digital Library","NSDL","Core candidate","Commons Projects","direct | enabler","collaborative science digital library","operating at book date","2","4, 12","Ch. 4, pp. 99, 120 | Ch. 12, pp. 333-334, 338, 340, 342, 345","http://nsdl.org/about/index.php | http://www.nsdl.org","NSF-supported national library of science learning content and services. | NSF initiative funding EconPort and harvesting its OAI metadata.","ACTIVE_AT_NEW_URL","ACTIVE_AT_NEW_URL","https://oercommons.org/hubs/NSDL","Institute for the Study of Knowledge Management in Education (ISKME), through OER Commons","NSDL is available as a current OER Commons hub.","2026-07-28","HIGH","https://oercommons.org/hubs/NSDL | https://news.ucar.edu/13512/iskme-manage-national-science-digital-library","0","","","UKC-04-056 | UKC-12-004"
"PC-0208","National Science Foundation","NSF","Support node","Supporting Ecosystem","enabler","science agency and digital-library sponsor","operating at book date","1","4","Ch. 4, pp. 99","","Worked across sectors to develop the National Science Digital Library.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-057"
"PC-0209","National Science Foundation digital library initiative","NSF digital library initiative","Support node","Supporting Ecosystem","enabler","digital-library funding program","operating at book date","1","12","Ch. 12, pp. 333-334","","Federal program funding the creation of EconPort.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-12-005"
"PC-0210","National Security Archive","","Core candidate","Commons Projects","direct","government-document archive","operating at book date","1","4","Ch. 4, pp. 115","http://www.gwu.edu/%7Ensarchiv/NSAEBB/NSAEBB84/index.html","Public archive documenting changes in federal information-disclosure policy.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-087"
"PC-0211","Native American Graves Protection and Repatriation Act","NAGPRA","Support node","Supporting Ecosystem","enabler","cultural-governance infrastructure","operating at book date","1","8","Ch. 8, pp. 233-234","","Legal infrastructure for repatriating and preserving cultural artifacts.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-08-008"
"PC-0212","NELLCO Legal Scholarship Repository","","Core candidate","Commons Projects","direct","disciplinary repository","operating at book date","1","4","Ch. 4, pp. 119","http://lsr.nellco.org","Legal-scholarship repository named in the repository survey.","ACTIVE","ACTIVE_LEGACY_COLLECTION","https://lsr.nellco.org/","NELLCO; repository platform originally established with bepress","The Legal Scholarship Repository's records and documents remain available on the legacy Digital Commons-style domain; NELLCO itself remains active.","2026-07-28","MEDIUM_HIGH","https://www.nellco.org/ | https://dashboard.nellcosharedsearch.org/about?locale=en | https://digitalcommons.wcl.american.edu/legalrepositories.html | https://librarytechnology.org/pr/22829/new-england-law-library-consortium-and-the-berkeley-electronic-press-create-legal-scholarship-repository | https://lsr.nellco.org/cgi/viewcontent.cgi?article=1604&context=nyu_plltwp","0","","","UKC-04-041"
"PC-0213","Networked Digital Library of Theses and Dissertations","NDLTD","Core candidate","Commons Projects","direct","digital library and repository network","operating at book date","1","4","Ch. 4, pp. 98, 119","http://www.ndltd.org/","Networked repository for electronic theses and dissertations.","ACTIVE","ACTIVE_WITH_SEARCH_SERVICE_MOVE","https://ndltd.org/","Networked Digital Library of Theses and Dissertations","NDLTD remains an active international organization. Its current site points users to OATD for Global ETD Search.","2026-07-28","HIGH","https://ndltd.org/ | https://oatd.org/","0","","","UKC-04-042"
"PC-0214","NSF Biocomplexity Program","","Support node","Supporting Ecosystem","enabler","science funding program","operating at book date","1","10","Ch. 10, pp. 303","","Sponsored the land-use and land-cover open-source workshop.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-031"
"PC-0215","NSF Digital Library Initiatives","","Support node","Supporting Ecosystem","enabler","digital-library research program","operating at book date","1","11","Ch. 11, pp. 330","","Funded digital-library testbeds that moved toward operational settings.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-11-032"
"PC-0216","Nuclear Physics","","Context / analogy","Concepts and Comparisons","analogy","subscription journal","operating at book date","1","4","Ch. 4, pp. 88","","High-priced commercial journal used to illustrate enclosure.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-005"
"PC-0217","Nucleic Acids Research","NAR","Core candidate","Commons Projects","direct","open-access journal","converted to OA at book date","1","7","Ch. 7, pp. 203","","Established Oxford University Press journal converted fully to OA.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-07-021"
"PC-0218","OAIster","","Support node","Supporting Ecosystem","enabler","metadata aggregation and discovery service","operating at book date","1","3","Ch. 3, pp. 70","http://oaister.umdl.umich.edu/o/oaister/","Harvests repository metadata from hundreds of institutions.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-03-024"
"PC-0219","OCLC","","Support node","Supporting Ecosystem","enabler","library cooperative and standards organization","operating at book date","1","4","Ch. 4, pp. 118","","Co-produced the Trusted Digital Repositories framework.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-092"
"PC-0220","OCLC Environmental Scan","","Support node","Supporting Ecosystem","enabler","library environmental-scan project","operating at book date","1","11","Ch. 11, pp. 329","","Sector scan prompting cross-organizational rethinking of structured information access.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-11-031"
"PC-0221","OCLC Research digital-preservation project","","Support node","Supporting Ecosystem","enabler","preservation research project","operating at book date","1","6","Ch. 6, pp. 165","http://www.oclc.org/research/projects/digipres/incentives-dp.pdf","Produced economic analysis of incentives for preserving digital materials.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-06-015"
"PC-0222","Online Communities Survey","","Support node","Supporting Ecosystem","enabler","internet-community dataset","operating at book date","1","9","Ch. 9, pp. 274","http://www.pewinternet.org","Pew survey measuring local and national online group participation.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-09-029"
"PC-0223","Open Access News","","Support node","Supporting Ecosystem","enabler","news blog and discovery resource","operating at book date","1","2","Ch. 2, pp. 40","http://www.earlham.edu/~peters/fos/fosblog.html","Peter Suber's current-awareness source for open-access developments.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-02-034"
"PC-0224","Open Access News Blog","","Support node","Supporting Ecosystem","enabler","news blog and discovery resource","operating at book date","1","0","Ch. 0, pp. xii","","Open-access current-awareness blog edited by Peter Suber.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-00-015"
"PC-0225","Open Access Overview","","Support node","Supporting Ecosystem","enabler","open-access reference guide","operating at book date","1","7","Ch. 7, pp. 198","http://www.earlham.edu/~peters/fos/overview.htm","Introductory guide for readers new to open access.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-07-008"
"PC-0226","Open Access Project at Public Knowledge","","Core candidate","Commons Projects","direct","open-access initiative","operating at book date","1","0","Ch. 0, pp. xii","","Open-access policy project directed by Peter Suber.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-00-013"
"PC-0227","Open Archives Initiative","OAI","Core candidate","Commons Projects","direct | enabler | analogy","interoperability initiative and protocol | repository interoperability initiative","operating at book date","5","3, 4, 6, 7, 11","Ch. 3, pp. 48, 69 | Ch. 4, pp. 97, 118 | Ch. 6, pp. 160 | Ch. 7, pp. 173, 198 | Ch. 11, pp. 315","http://www.openarchives.org/community/index.html | http://www.openarchives.org/","Community and protocol enabling interoperable repositories and metadata harvesting. | Low-barrier repository interoperability and metadata dissemination initiative. | Example of the broadened contemporary use of the word archive. | Metadata-harvesting protocol making distributed OA archives interoperable. | Community response to constraints of commercial journal publishing.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-03-001 | UKC-04-028 | UKC-06-012 | UKC-07-002 | UKC-11-002"
"PC-0228","Open Archives Initiative metadata protocol","OAI","Support node","Supporting Ecosystem","enabler","repository interoperability protocol","operating at book date","1","12","Ch. 12, pp. 338, 342, 345","","Makes EconPort harvestable as an NSDL component.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-12-007"
"PC-0229","Open Citation Project","","Support node","Supporting Ecosystem","enabler","open-access impact research project","operating at book date","1","3","Ch. 3, pp. 69-70","http://opcit.eprints.org/oacitation-biblio.html","Maintains a bibliography of visibility, usage, and citation-impact studies.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-03-023"
"PC-0230","Open Content Alliance","OCA","Core candidate","Commons Projects","direct","collaborative digital-library initiative","operating at book date","1","4","Ch. 4, pp. 99, 119","http://www.opencontentalliance.org/","Multi-sector partnership providing universal access to public-domain and open collections.","BOOK_ONLY_HISTORICAL","HISTORICAL_INITIATIVE; OUTPUTS_PRESERVED","https://archive.org/projects/","Internet Archive administered the multi-organization alliance","Internet Archive's project page describes the Open Content Alliance in the past tense as a collaborative effort; Internet Archive pages preserve the launch record and document the resulting digitization work.","2026-07-28","MEDIUM_HIGH","https://archive.org/projects/ | https://archive.org/post/44311/open-content-alliance-call-for-participation | https://blog.archive.org/2005/10/ | https://blog.archive.org/2021/04/20/internet-archive-joins-boston-library-consortium/ | https://archive.org/details/texts | https://openlibrary.org/","0","","","UKC-04-051"
"PC-0231","Open Journal Systems","OJS","Support node","Supporting Ecosystem","enabler","open-source journal-management software","operating at book date","1","10","Ch. 10, pp. 300, 303, 307","http://www.pkp.ubc.ca/ojs/","Free journal-management software used to estimate and lower e-journal infrastructure costs.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-021"
"PC-0232","Open Knowledge Initiative","OKI","Core candidate","Commons Projects","direct","open learning-technology initiative","operating at book date","1","11","Ch. 11, pp. 315","","Shared learning technologies outside formal commercial distribution.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-11-001"
"PC-0233","Open Law Eldred v. Ashcroft website","","Core candidate","Commons Projects","direct","open legal archive","operating at book date","1","4","Ch. 4, pp. 114","http://cyber.law.harvard.edu/openlaw/eldredvashcroft/","Harvard-hosted public archive of Eldred litigation materials.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-084"
"PC-0234","Open Society Institute","Soros Foundation's Open Society Institute","Support node","Supporting Ecosystem","enabler","foundation and open-access enabler","operating at book date","1","4","Ch. 4, pp. 96, 107","","Created the Budapest Open Access Initiative and supplied funding and assistance to open-access journals.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-016"
"PC-0235","Open Source Definition","OSD","Support node","Supporting Ecosystem","enabler","open-source licensing standard","operating at book date","1","10","Ch. 10, pp. 282-283","","Rules determining whether software qualifies for OSI certification.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-012"
"PC-0236","Open Source Initiative","OSI","Support node","Supporting Ecosystem","enabler","open-source standards organization","operating at book date","1","10","Ch. 10, pp. 282-283","http://www.opensource.org","Certifies licenses against the Open Source Definition.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-011"
"PC-0237","Open Source/Content Landcover Change Modeling Effort","","Core candidate","Commons Projects","direct","open-science modeling project","operating at book date","1","10","Ch. 10, pp. 308","http://www.lulc.org/bcworkshop_2003/os_lulc_workshop_report_2003.pdf","Named effort applying open-source and open-content methods to land-cover models.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-035"
"PC-0238","Open-source development of land-use/land-cover change models workshop","","Core candidate","Commons Projects","direct","open-science workshop","completed workshop","1","10","Ch. 10, pp. 303","http://www.lulc.org/bcworkshop_2003/os_lulc_workshop_report_2003.pdf","Workshop testing open-source collaboration for land-use and land-cover models.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-030"
"PC-0239","OpenOffice","","Core candidate","Commons Projects","direct","open-source office suite","operating at book date","1","10","Ch. 10, pp. 279, 286","","Successful enterprise FOSS office-suite project.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-007"
"PC-0240","OpenSourceCMS.com","","Support node","Supporting Ecosystem","enabler","open-source software directory and demonstration site","operating at book date","1","10","Ch. 10, pp. 301","http://opensourcecms.com","Discovery source for open-source content-management packages.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-025"
"PC-0241","Ourmedia.org","","Example candidate","Commons Projects","example","participatory media platform","operating at book date","1","2","Ch. 2, pp. 36","http://Ourmedia.org","Platform for sharing creative works of many kinds.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-02-022"
"PC-0242","Oxford Text Archive","","Core candidate","Commons Projects","direct","disciplinary text archive","operating at book date","1","4","Ch. 4, pp. 98, 119","http://ota.ahds.ac.uk/","Digital text archive for disciplinary research.","ACTIVE_AT_NEW_URL","LEGACY_SITE_READ_ONLY; COLLECTION_ACTIVE_AT_NEW_URL","https://llds.ling-phil.ox.ac.uk/","University of Oxford, Faculty of Linguistics, Philology and Phonetics; legacy service at the Bodleian Libraries","The Bodleian OTA site remains online but stopped accepting deposits and is not updated; Oxford's Literary and Linguistic Data Service is the current access and deposit environment for the collections.","2026-07-28","HIGH","https://ota.bodleian.ox.ac.uk/ | https://llds.ling-phil.ox.ac.uk/ | https://www.clarin.ac.uk/oxford-text-archive","0","","","UKC-04-039"
"PC-0243","PC Forum 2005","","Support node","Supporting Ecosystem","enabler","technology forum","completed forum","1","2","Ch. 2, pp. 39","","Forum where metatagging and social software were major themes.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-02-029"
"PC-0244","Perl","","Example candidate","Commons Projects","example","open-source programming language","operating at book date","1","10","Ch. 10, pp. 287","","Successful modular FOSS programming-language project.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-014"
"PC-0245","Pew Internet and American Life Project","","Support node","Supporting Ecosystem","enabler","internet research project","operating at book date","1","9","Ch. 9, pp. 258, 264, 272, 274","","Produces evidence on online content creation and community participation.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-09-008"
"PC-0246","Philosophers' Imprint","","Core candidate","Commons Projects","direct","open-access journal","operating at book date","1","7","Ch. 7, pp. 174","","University of Michigan peer-reviewed journal edited by philosophers and published by librarians.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-07-003"
"PC-0247","PhilSci Archive","PhilSci-Archive","Core candidate","Commons Projects","direct","disciplinary repository","operating at book date","1","4","Ch. 4, pp. 98, 119","http://philsci-archive.pitt.edu/","Philosophy-of-science repository.","ACTIVE","ACTIVE","https://philsci-archive.pitt.edu/","Center for Philosophy of Science, University of Pittsburgh; official archive of the Philosophy of Science Association","The open-access preprint archive remains active and is the official preprint archive of the Philosophy of Science Association.","2026-07-28","HIGH","https://philsci-archive.pitt.edu/ | https://www.centerphilsci.pitt.edu/about-the-center/publications/ | https://www.philsci.org/philsci_archive.php","0","","","UKC-04-040"
"PC-0248","PHP","Php","Core candidate","Commons Projects","direct","open-source programming language","operating at book date","1","10","Ch. 10, pp. 278-279","","Successful FOSS scripting-language project.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-004"
"PC-0249","PLoS Biology","","Core candidate","Commons Projects","direct","open-access journal","operating at book date","2","4, 7","Ch. 4, pp. 96 | Ch. 7, pp. 192, 201","","First PLoS open-access journal. | High-profile PLoS journal used to demonstrate OA visibility and prestige.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-023 | UKC-07-016"
"PC-0250","Policy Registry","","Support node","Supporting Ecosystem","enabler","policy registry","operating at book date","1","3","Ch. 3, pp. 57","","Southampton-created registry of open-access policies.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-03-013"
"PC-0251","Portico","Portico electronic archiving service","Core candidate","Commons Projects","direct","third-party preservation archive","operating at book date","2","4, 6","Ch. 4, pp. 100 | Ch. 6, pp. 156-159, 165","http://www.portico.org","Trusted third party preserving publishers' electronic source files. | Ithaka/JSTOR-affiliated archive preserving publishers' electronic source files.","ACTIVE","ACTIVE","https://www.portico.org/","ITHAKA","The community-supported digital preservation service remains active.","2026-07-28","HIGH","https://www.portico.org/ | https://www.ithaka.org/","0","","","UKC-04-060 | UKC-06-007"
"PC-0252","Prince George's community-assets mapping project","","Core candidate","Commons Projects","direct","civic mapping project","operating at book date","1","9","Ch. 9, pp. 249","","Resident interviews and public maps documenting community assets.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-09-004"
"PC-0253","Prince George's geography-and-obesity mapping project","","Core candidate","Commons Projects","direct","civic research and mapping project","operating at book date","1","9","Ch. 9, pp. 248-249","","Youth-led field data, analytical maps, and public website on geography and health.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-09-002"
"PC-0254","Prince George's Information Commons","","Core candidate","Commons Projects","direct","civic information commons","operating at book date","2","1, 9","Ch. 1, pp. 19 | Ch. 9, pp. 249, 254-255, 264, 268-269","","Associational commons for student and citizen production of local public knowledge. | Youth-centered associational commons producing public local research and digital artifacts.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-01-004 | UKC-09-001"
"PC-0255","Prince George's school-desegregation deliberative website","","Core candidate","Commons Projects","direct","civic history and deliberation project","operating at book date","1","9","Ch. 9, pp. 249","","Youth oral-history and deliberation website about school desegregation.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-09-003"
"PC-0256","Project Euclid","","Core candidate","Commons Projects","direct","disciplinary publishing platform","operating at book date","1","11","Ch. 11, pp. 322","","Cornell-publisher partnership for interoperable mathematics and statistics publication.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-11-021"
"PC-0257","Project Gutenberg","","Core candidate","Commons Projects","direct","public-domain digital library","operating at book date","1","5","Ch. 5, pp. 137","","Leading lay-enabled project digitizing and distributing public-domain texts.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-05-020"
"PC-0258","Project SHERPA","SHERPA/RoMEO","Support node","Supporting Ecosystem","enabler","open-access policy project","operating at book date","1","7","Ch. 7, pp. 200","http://www.sherpa.ac.uk/romeo.php","Maintains the RoMEO database of publisher copyright and archiving policies.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-07-014"
"PC-0259","Public Access to Science Act","PASA","Support node","Supporting Ecosystem","enabler","public-access legislation","proposed legislation","2","5, 7","Ch. 5, pp. 136-137, 142 | Ch. 7, pp. 179-180, 200","","Proposed federal requirement for free public access to taxpayer-funded science. | Proposed OA mandate for government-funded research using public-domain status.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-05-019 | UKC-07-015"
"PC-0260","Public Citizen","","Example candidate","Commons Projects","example","public-interest organization","operating at book date","1","2","Ch. 2, pp. 32","","Uses a global commons of water frame against drinking-water privatization.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-02-010"
"PC-0261","Public Knowledge","","Support node","Supporting Ecosystem","enabler","public-interest organization","operating at book date","2","0, 4","Ch. 0, pp. xii-xiii | Ch. 4, pp. 114, 117","http://www.publicknowledge.org/issues/current-issues/issue-broadcast-flag/","Public-interest organization supporting open access and public knowledge policy. | Public-interest advocate in broadcast-flag and information-commons policy.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-00-017 | UKC-04-081"
"PC-0262","Public Knowledge Project","","Core candidate","Commons Projects","direct","open-publishing infrastructure project","operating at book date","1","10","Ch. 10, pp. 303","http://pkp.ubc.ca/ojs/other_OJS.html","Project cataloging and developing open-source e-journal management software.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-10-026"
"PC-0263","Public Library of Science","PLoS","Core candidate","Commons Projects","direct","open-access publisher","operating at book date","2","4, 7","Ch. 4, pp. 96, 118 | Ch. 7, pp. 183, 198, 201, 203","http://www.plos.org/","Nonprofit scientific publishing initiative established around open access. | Major OA publisher using external archives and Creative Commons licensing.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-04-021 | UKC-07-005"
"PC-0264","Public Trust Alliance","","Support node","Supporting Ecosystem","enabler","advocacy alliance","operating at book date","1","2","Ch. 2, pp. 39","","Named public-trust advocacy organization associated with environmental commons.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-02-012"
"PC-0265","Publicnews.com","","Example candidate","Commons Projects","example","participatory journalism platform","operating at book date","1","2","Ch. 2, pp. 36","http://Publicnews.com","Platform for public sharing of breaking-news events.","STATUS_UNRESOLVED","","","","","","","","0","","","UKC-02-023"
