"id","printed","normalized","host","pdfPageStart","pdfPageEnd","printedPage","chapter","nearbyProject","contextClassification","nearbyText","sourceLineIndex"
"URL-OCC-0111","http://eos.wdcb.rssi.ru/eps2/eps02019/eps02019.pdf","http://eos.wdcb.rssi.ru/eps2/eps02019/eps02019.pdf","","95","95","80","3 - A Framework for Analyzing the Knowledge Commons","World Data Center / Russian Space Science Internet","article / report / publication","Science.” In Proceedings of the Second UCSU/UNESCO International Confer- ence on Electronic Publishing in Science, Paris, February 20–23, 2001. http://eos.wdcb.rssi.ru/eps2/eps02019/eps02019.pdf. Smith, A. T., and M. Eysenck. 2002. The Correlation between RAE Ratings and Citation Counts in Psychology. Technical Report, Psychology, University of","26"
"URL-OCC-0112","http://cogprints.org/2749/","http://cogprints.org/2749/","","95","95","80","3 - A Framework for Analyzing the Knowledge Commons","CogPrints","article / report / publication","Smith, A. T., and M. Eysenck. 2002. The Correlation between RAE Ratings and Citation Counts in Psychology. Technical Report, Psychology, University of London, Royal Holloway. http://cogprints.org/2749/. Smith, P. 2001. “Indigenous Peoples and Forest Management in Canada.” In T. J. Rolfe, ed., The Nature and Culture of Forests: Implications of Diversity for","29"
"URL-OCC-0113","http://www.earlham.edu/~peters/writing/jbiol.htm","http://www.earlham.edu/~peters/writing/jbiol.htm","","95","95","80","3 - A Framework for Analyzing the Knowledge Commons","Peter Suber / Earlham College","repository / archive / digital library","Studies, University of British Columbia. Suber, Peter. 2002. “Open Access to the Scientific Journal Literature.” Journal of Biology 1/1 (June): 3. http://www.earlham.edu/~peters/writing/jbiol.htm. Swan, Alma, and Sheridan Brown. 2005. “Open Access Self-Archiving: An Author Study.” Key Perspectives. http://eprints.ecs.soton.ac.uk/10999/.","35"
"URL-OCC-0114","http://eprints.ecs.soton.ac.uk/10999/","http://eprints.ecs.soton.ac.uk/10999/","","95","95","80","3 - A Framework for Analyzing the Knowledge Commons","University of Southampton / Stevan Harnad","repository / archive / digital library","of Biology 1/1 (June): 3. http://www.earlham.edu/~peters/writing/jbiol.htm. Swan, Alma, and Sheridan Brown. 2005. “Open Access Self-Archiving: An Author Study.” Key Perspectives. http://eprints.ecs.soton.ac.uk/10999/. Swan, Alma, and Paul Needham. 2005. “Developing a Model for E-prints and Open Access Journal Content in UK Further and Higher Education.” Learned","37"
"URL-OCC-0115","http://cogprints.org/4120/","http://cogprints.org/4120/","","95","95","80","3 - A Framework for Analyzing the Knowledge Commons","CogPrints","article / report / publication","Swan, Alma, and Paul Needham. 2005. “Developing a Model for E-prints and Open Access Journal Content in UK Further and Higher Education.” Learned Publishing 18(1). http://cogprints.org/4120/. Tabb, Winston. 2004. “Academic Libraries: New Directions, New Partners.” Presented at the Seventh International Bielefeld Conference, “Thinking beyond","40"
"URL-OCC-0116","http://conference.ub.uni-bielefeld.de/proceedings/tabb.pdf","http://conference.ub.uni-bielefeld.de/proceedings/tabb.pdf","","96","96","81","3 - A Framework for Analyzing the Knowledge Commons","Bielefeld University","article / report / publication","Digital Libraries: Designing the Information Strategy for the Next Decade,” Bielefeld, Germany, February 4, 2004. http://conference.ub.uni-bielefeld.de/ proceedings/tabb.pdf. Testa, J., and M. E. McVeigh. 2004. “The Impact of Open Access Journals: A Citation Study from Thomson ISI.” http://www.isinet.com/media/presentrep/","2"
"URL-OCC-0117","http://www.isinet.com/media/presentrep/acropdf/impact-oa-journals.pdf","http://www.isinet.com/media/presentrep/acropdf/impact-oa-journals.pdf","","96","96","81","3 - A Framework for Analyzing the Knowledge Commons","Thomson ISI","article / report / publication","proceedings/tabb.pdf. Testa, J., and M. E. McVeigh. 2004. “The Impact of Open Access Journals: A Citation Study from Thomson ISI.” http://www.isinet.com/media/presentrep/ acropdf/impact-oa-journals.pdf. Thorin, Suzanne. 2003. “Global Changes in Scholarly Communication.” Pre- sented at e-Workshops on Scholarly Communication in the Digital Era, Feng","5"
"URL-OCC-0118","http://www.arl.org/scomm/disciplines/Thorin.pdf","http://www.arl.org/scomm/disciplines/Thorin.pdf","","96","96","81","3 - A Framework for Analyzing the Knowledge Commons","Association of Research Libraries / SPARC","article / report / publication","Thorin, Suzanne. 2003. “Global Changes in Scholarly Communication.” Pre- sented at e-Workshops on Scholarly Communication in the Digital Era, Feng Chia University, Taichung, Taiwan, August 11–24, 2003. http://www.arl.org/ scomm/disciplines/Thorin.pdf. Turner, Roy M. 1993. “The Tragedy of the Commons and Distributed AI Systems.” Presented at the Twelfth International Workshop on Distributed Arti-","9"
"URL-OCC-0119","http://www.clir.org/pubs/reports/pub107/contents.html","http://www.clir.org/pubs/reports/pub107/contents.html","","96","96","81","3 - A Framework for Analyzing the Knowledge Commons","Council on Library and Information Resources","repository / archive / digital library","Waters, Donald. 2002. “Good Archives Make Good Scholars: Reflections on Recent Steps Toward the Archiving of Digital Information.” Council on Library and Information Resources (CLIR). http://www.clir.org/pubs/reports/pub107/ contents.html. Weber, Steven. 2004. The Success of Open Source. Cambridge, MA: Harvard University Press.","19"
"URL-OCC-0120","ArXiv.org","ArXiv.org","","113","113","98","4 - Countering Enclosure: Reclaiming the Knowledge Commons","arXiv","repository / archive / digital library","Like universities, academic disciplines have also created a rich array of digital repositories. The first, the Los Alamos ArXiv.org, begun in 1991 by physicist Paul Ginsparg, provides low-cost access to scientific research papers in physics and related fields before peer review and sub-","2"
"URL-OCC-0121","ArXiv.org","ArXiv.org","","113","113","98","4 - Countering Enclosure: Reclaiming the Knowledge Commons","arXiv","repository / archive / digital library","distribution server, now maintained by the Cornell University Libraries, receives as many as 300,000 queries per day, and includes more than 350,000 papers.58 By 2003, papers located on the ArXiv.org e-print service were cited about twice as often as astrophysics papers that were not, according to a report presented at the American Astronomical","8"
"URL-OCC-0122","ArXiv.org","ArXiv.org","","113","113","98","4 - Countering Enclosure: Reclaiming the Knowledge Commons","arXiv","repository / archive / digital library","not, according to a report presented at the American Astronomical Society (AAS) Publications Board in November 2003.59 Following the success of ArXiv.org, numerous other disciplines have created reposito- ries, such as EconWPA, the Oxford Text Archive, the PhilSci Archive, the Networked Digital Library of Theses and Dissertations, the Conser-","12"
"URL-OCC-0123","arXiv.org","arXiv.org","","125","125","110","4 - Countering Enclosure: Reclaiming the Knowledge Commons","arXiv","repository / archive / digital library","evolve, we need to learn how to avoid the tragedy of the commons by studying viable governance, management, and financial structures. We need to conduct case studies of mature projects like arXiv.org so we can learn best practices, apply them to other projects, and inform the dis- course about commons. Likewise, we need to monitor and evaluate the","34"
"URL-OCC-0124","info-commons.org","info-commons.org","","127","127","112","4 - Countering Enclosure: Reclaiming the Knowledge Commons","Info-Commons / American Library Association","media","Finally, it is important to recognize that building information commons does not mean a total rejection of the for-profit media indus- try. As Frederick Emrich, the editor of the info-commons.org website, points out: “Commercial uses of information serve a vital role in ensur- ing that new ideas are produced. So long as commercial uses of infor-","11"
"URL-OCC-0125","http://support.dialog.com/publications/chronolog/200206/1020628.shtml","http://support.dialog.com/publications/chronolog/200206/1020628.shtml","","128","128","113","4 - Countering Enclosure: Reclaiming the Knowledge Commons","support.dialog.com","conference / workshop / event","3. Roger Summit, “Reflections on the Beginnings of Dialog: The Birth of Online Information Access,” Dialog Corporation History (June 2002), http://support .dialog.com/publications/chronolog/200206/1020628.shtml; see also Christine Borgman, From Gutenberg to the Global Information Infrastructure: Access to Information in the Networked World (Cambridge, MA: MIT Press, 2000).","2"
"URL-OCC-0126","http://www.brown.edu/Administration/George_Street_Journal/vol24/24GSJ19c.html","http://www.brown.edu/Administration/George_Street_Journal/vol24/24GSJ19c.html","","128","128","113","4 - Countering Enclosure: Reclaiming the Knowledge Commons","Brown University","article / report / publication","7. Scott J. Turner, “Library Sees Red over Rising Journal Prices: Dangling Red Tags Are Marking Periodicals That Have One-Year Subscription Rates of $1,000 or Higher,” George Street Journal 24 (March 10–16, 2000), http:// www.brown.edu/Administration/George_Street_Journal/vol24/24GSJ19c.html; Lee Van Orsdel and Kathleen Born, “Big Chill on the Big Deal?”, Library Journal, 128/7 (April 15, 2003): 51–56, http://www.libraryjournal.com/","23"
"URL-OCC-0127","http://www.libraryjournal.com/index.asp?layout=article&articleid=CA289187&publication=libraryjournal","http://www.libraryjournal.com/index.asp?layout=article&articleid=CA289187&publication=libraryjournal","","128","128","113","4 - Countering Enclosure: Reclaiming the Knowledge Commons","Library Journal","license / intellectual-property resource","www.brown.edu/Administration/George_Street_Journal/vol24/24GSJ19c.html; Lee Van Orsdel and Kathleen Born, “Big Chill on the Big Deal?”, Library Journal, 128/7 (April 15, 2003): 51–56, http://www.libraryjournal.com/ index.asp?layout=article&articleid=CA289187&publication=libraryjournal. 8. Carl T. Bergstrom and Theodore C. Bergstrom, “The Costs and Benefits of Library Site Licenses to Academic Journals,” Proceedings of the National","26"
"URL-OCC-0128","http://www.arl.org/create/resources/CreateChange2003.pdf","http://www.arl.org/create/resources/CreateChange2003.pdf","","128","128","113","4 - Countering Enclosure: Reclaiming the Knowledge Commons","Association of Research Libraries / SPARC","article / report / publication","Libraries, SPARC, Create Change: New Systems of Scholarly Communication (Washington, DC: Association of Research Libraries, October 2003), http://www.arl.org/create/resources/CreateChange2003.pdf. 10. For more details about the impact of these developments, see Brian Hawkins and Patricia Battin, The Mirage of Continuity: Reconfiguring Academic Infor-","34"
